STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
         96;2019040909;    3;  -999;-999;eor
         96;2019040910;    3;  -999;-999;eor
         96;2019040911;    3;  -999;-999;eor
         96;2019040912;    3;  10.5;-999;eor
         96;2019040913;    3;  10.5;-999;eor
         96;2019040914;    3;  11.3;-999;eor
         96;2019040915;    3;  10.1;-999;eor
         96;2019040916;    3;   9.7;-999;eor
         96;2019040917;    3;   9.2;-999;eor
         96;2019040918;    3;   7.6;-999;eor
         96;2019040919;    3;   5.6;-999;eor
         96;2019040920;    3;   4.5;-999;eor
         96;2019040921;    3;   3.8;-999;eor
         96;2019040922;    3;   3.0;-999;eor
         96;2019040923;    3;   1.7;-999;eor
         96;2019041000;    3;   0.8;-999;eor
         96;2019041001;    3;   0.2;-999;eor
         96;2019041002;    3;  -1.2;-999;eor
         96;2019041003;    3;  -1.6;-999;eor
         96;2019041004;    3;  -1.3;-999;eor
         96;2019041005;    3;  -1.1;-999;eor
         96;2019041006;    3;   0.1;-999;eor
         96;2019041007;    3;   1.9;-999;eor
         96;2019041008;    3;   4.9;-999;eor
         96;2019041009;    3;   6.4;  55.0;eor
         96;2019041010;    3;   7.6;  51.0;eor
         96;2019041011;    3;   8.3;  45.0;eor
         96;2019041012;    3;   9.2;  41.0;eor
         96;2019041013;    3;   8.6;  39.0;eor
         96;2019041014;    3;   8.5;  41.0;eor
         96;2019041015;    3;   8.1;  44.0;eor
         96;2019041016;    3;   7.9;  45.0;eor
         96;2019041017;    3;   7.5;  44.0;eor
         96;2019041018;    3;   6.8;  42.0;eor
         96;2019041019;    3;   5.9;  49.0;eor
         96;2019041020;    3;   5.1;  56.0;eor
         96;2019041021;    3;   4.4;  57.0;eor
         96;2019041022;    3;   4.1;  58.0;eor
         96;2019041023;    3;   3.7;  63.0;eor
         96;2019041100;    3;   3.3;  68.0;eor
         96;2019041101;    3;   3.0;  69.0;eor
         96;2019041102;    3;   2.6;  72.0;eor
         96;2019041103;    3;   2.2;  74.0;eor
         96;2019041104;    3;   1.8;  76.0;eor
         96;2019041105;    3;   1.4;  78.0;eor
         96;2019041106;    3;   1.8;  76.0;eor
         96;2019041107;    3;   3.7;  65.0;eor
         96;2019041108;    3;   4.2;  55.0;eor
         96;2019041109;    3;   4.9;  52.0;eor
         96;2019041110;    3;   5.4;  48.0;eor
         96;2019041111;    3;   5.2;  51.0;eor
         96;2019041112;    3;   4.5;  56.0;eor
         96;2019041113;    3;   5.3;  53.0;eor
         96;2019041114;    3;   5.3;  58.0;eor
         96;2019041115;    3;   5.2;  52.0;eor
         96;2019041116;    3;   4.7;  59.0;eor
         96;2019041117;    3;   4.1;  61.0;eor
         96;2019041118;    3;   3.8;  63.0;eor
         96;2019041119;    3;   3.4;  65.0;eor
         96;2019041120;    3;   3.2;  68.0;eor
         96;2019041121;    3;   3.0;  68.0;eor
         96;2019041122;    3;   2.7;  72.0;eor
         96;2019041123;    3;   2.6;  73.0;eor
         96;2019041200;    3;   2.3;  76.0;eor
         96;2019041201;    3;   2.1;  78.0;eor
         96;2019041202;    3;   2.0;  79.0;eor
         96;2019041203;    3;   2.0;  80.0;eor
         96;2019041204;    3;   1.8;  80.0;eor
         96;2019041205;    3;   1.9;  78.0;eor
         96;2019041206;    3;   2.2;  75.0;eor
         96;2019041207;    3;   3.2;  66.0;eor
         96;2019041208;    3;   3.7;  59.0;eor
         96;2019041209;    3;   3.8;  54.0;eor
         96;2019041210;    3;   5.0;  48.0;eor
         96;2019041211;    3;   5.0;  52.0;eor
