STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       3382;1948010101;    5;  -3.0;  83.0;eor
       3382;1948010102;    5;  -3.1;  84.0;eor
       3382;1948010103;    5;  -3.6;  86.0;eor
       3382;1948010104;    5;  -3.0;  87.0;eor
       3382;1948010105;    5;  -2.6;  89.0;eor
       3382;1948010106;    5;  -2.1;  85.0;eor
       3382;1948010107;    5;  -2.0;  85.0;eor
       3382;1948010108;    5;  -2.1;  84.0;eor
       3382;1948010109;    5;  -2.0;  81.0;eor
       3382;1948010110;    5;  -1.0;  77.0;eor
       3382;1948010111;    5;  -0.3;  73.0;eor
       3382;1948010112;    5;   0.0;  72.0;eor
       3382;1948010113;    5;   0.1;  73.0;eor
       3382;1948010114;    5;   0.2;  73.0;eor
       3382;1948010115;    5;   0.0;  82.0;eor
       3382;1948010116;    5;  -0.6;  87.0;eor
       3382;1948010117;    5;  -1.1;  96.0;eor
       3382;1948010118;    5;  -0.5; 100.0;eor
       3382;1948010119;    5;  -0.2; 100.0;eor
       3382;1948010120;    5;   0.3; 100.0;eor
       3382;1948010121;    5;   0.8;  97.0;eor
       3382;1948010122;    5;   1.4;  96.0;eor
       3382;1948010123;    5;   1.8;  94.0;eor
       3382;1948010200;    5;   2.2;  94.0;eor
       3382;1948010201;    5;   2.3;  95.0;eor
       3382;1948010202;    5;   2.6;  95.0;eor
       3382;1948010203;    5;   2.9;  95.0;eor
       3382;1948010204;    5;   2.7;  95.0;eor
       3382;1948010205;    5;   3.0;  96.0;eor
       3382;1948010206;    5;   3.3;  94.0;eor
       3382;1948010207;    5;   3.7;  93.0;eor
       3382;1948010208;    5;   4.1;  93.0;eor
       3382;1948010209;    5;   4.5;  92.0;eor
       3382;1948010210;    5;   4.8;  91.0;eor
       3382;1948010211;    5;   5.4;  91.0;eor
       3382;1948010212;    5;   5.9;  89.0;eor
       3382;1948010213;    5;   6.4;  88.0;eor
       3382;1948010214;    5;   6.7;  87.0;eor
       3382;1948010215;    5;   6.7;  87.0;eor
       3382;1948010216;    5;   6.7;  88.0;eor
       3382;1948010217;    5;   6.8;  88.0;eor
       3382;1948010218;    5;   7.4;  88.0;eor
       3382;1948010219;    5;   7.8;  86.0;eor
       3382;1948010220;    5;   7.8;  89.0;eor
       3382;1948010221;    5;   7.7;  94.0;eor
       3382;1948010222;    5;   7.7;  96.0;eor
       3382;1948010223;    5;   8.0;  94.0;eor
