STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
        598;1949010101;    5;   3.9;  71.0;eor
        598;1949010102;    5;   4.8;  71.0;eor
        598;1949010103;    5;   4.9;  71.0;eor
        598;1949010104;    5;   5.1;  70.0;eor
        598;1949010105;    5;   5.5;  70.0;eor
        598;1949010106;    5;   5.3;  72.0;eor
        598;1949010107;    5;   5.0;  76.0;eor
        598;1949010108;    5;   5.3;  73.0;eor
        598;1949010109;    5;   5.2;  74.0;eor
        598;1949010110;    5;   6.2;  72.0;eor
        598;1949010111;    5;   6.9;  68.0;eor
        598;1949010112;    5;   8.3;  60.0;eor
        598;1949010113;    5;   9.8;  62.0;eor
        598;1949010114;    5;   8.3;  68.0;eor
        598;1949010115;    5;   7.6;  72.0;eor
        598;1949010116;    5;   7.5;  73.0;eor
        598;1949010117;    5;   7.9;  74.0;eor
        598;1949010118;    5;   8.4;  76.0;eor
        598;1949010119;    5;   8.3;  78.0;eor
        598;1949010120;    5;   7.6;  78.0;eor
        598;1949010121;    5;   7.2;  74.0;eor
        598;1949010122;    5;   7.3;  74.0;eor
        598;1949010123;    5;   7.2;  73.0;eor
        598;1949010200;    5;   7.1;  72.0;eor
        598;1949010201;    5;   7.0;  72.0;eor
        598;1949010202;    5;   7.0;  73.0;eor
        598;1949010203;    5;   6.8;  73.0;eor
        598;1949010204;    5;   6.7;  74.0;eor
        598;1949010205;    5;   6.6;  75.0;eor
        598;1949010206;    5;   6.3;  75.0;eor
        598;1949010207;    5;   5.2;  75.0;eor
        598;1949010208;    5;   5.2;  74.0;eor
        598;1949010209;    5;   5.1;  73.0;eor
        598;1949010210;    5;   5.4;  73.0;eor
        598;1949010211;    5;   5.8;  70.0;eor
        598;1949010212;    5;   6.8;  67.0;eor
        598;1949010213;    5;   7.2;  68.0;eor
        598;1949010214;    5;   7.0;  69.0;eor
        598;1949010215;    5;   6.8;  70.0;eor
        598;1949010216;    5;   6.4;  73.0;eor
        598;1949010217;    5;   5.5;  75.0;eor
        598;1949010218;    5;   5.4;  76.0;eor
        598;1949010219;    5;   5.1;  78.0;eor
        598;1949010220;    5;   4.8;  80.0;eor
        598;1949010221;    5;   3.3;  82.0;eor
        598;1949010222;    5;   3.8;  84.0;eor
        598;1949010223;    5;   3.8;  86.0;eor
        598;1949010300;    5;   3.7;  88.0;eor
        598;1949010301;    5;   3.6;  90.0;eor
        598;1949010302;    5;   3.3;  90.0;eor
        598;1949010303;    5;   3.6;  93.0;eor
        598;1949010304;    5;   3.6;  90.0;eor
        598;1949010305;    5;   3.8;  84.0;eor
        598;1949010306;    5;   3.9;  83.0;eor
        598;1949010307;    5;   4.2;  82.0;eor
        598;1949010308;    5;   4.4;  83.0;eor
        598;1949010309;    5;   4.5;  79.0;eor
        598;1949010310;    5;   5.4;  73.0;eor
        598;1949010311;    5;   6.2;  71.0;eor
        598;1949010312;    5;   5.9;  68.0;eor
        598;1949010313;    5;   5.2;  73.0;eor
        598;1949010314;    5;   5.4;  75.0;eor
        598;1949010315;    5;   5.2;  72.0;eor
        598;1949010316;    5;   4.3;  70.0;eor
        598;1949010317;    5;   4.0;  72.0;eor
        598;1949010318;    5;   3.3;  73.0;eor
        598;1949010319;    5;   2.1;  74.0;eor
        598;1949010320;    5;   1.7;  75.0;eor
        598;1949010321;    5;   1.9;  76.0;eor
        598;1949010322;    5;   2.0;  77.0;eor
        598;1949010323;    5;   2.0;  76.0;eor
        598;1949010400;    5;   2.1;  74.0;eor
        598;1949010401;    5;   2.5;  72.0;eor
        598;1949010402;    5;   2.4;  72.0;eor
        598;1949010403;    5;   2.2;  72.0;eor
        598;1949010404;    5;   1.5;  74.0;eor
        598;1949010405;    5;   1.4;  75.0;eor
        598;1949010406;    5;   1.5;  75.0;eor
        598;1949010407;    5;   1.3;  76.0;eor
        598;1949010408;    5;   1.2;  75.0;eor
        598;1949010409;    5;   1.7;  74.0;eor
        598;1949010410;    5;   2.7;  73.0;eor
        598;1949010411;    5;   3.5;  72.0;eor
        598;1949010412;    5;   3.8;  73.0;eor
        598;1949010413;    5;   3.9;  72.0;eor
        598;1949010414;    5;   4.6;  70.0;eor
        598;1949010415;    5;   4.1;  76.0;eor
        598;1949010416;    5;   3.1;  80.0;eor
        598;1949010417;    5;   3.1;  83.0;eor
        598;1949010418;    5;   3.4;  76.0;eor
        598;1949010419;    5;   3.4;  74.0;eor
        598;1949010420;    5;   3.8;  73.0;eor
        598;1949010421;    5;   3.8;  76.0;eor
        598;1949010422;    5;   3.6;  86.0;eor
        598;1949010423;    5;   3.2;  87.0;eor
        598;1949010500;    5;   3.2;  88.0;eor
        598;1949010501;    5;   3.2;  88.0;eor
        598;1949010502;    5;   3.6;  87.0;eor
        598;1949010503;    5;   4.0;  87.0;eor
        598;1949010504;    5;   4.0;  87.0;eor
        598;1949010505;    5;   4.0;  87.0;eor
        598;1949010506;    5;   4.0;  87.0;eor
        598;1949010507;    5;   4.0;  87.0;eor
        598;1949010508;    5;   4.1;  87.0;eor
        598;1949010509;    5;   4.2;  87.0;eor
        598;1949010510;    5;   4.3;  86.0;eor
        598;1949010511;    5;   4.9;  85.0;eor
        598;1949010512;    5;   5.6;  84.0;eor
        598;1949010513;    5;   5.8;  83.0;eor
        598;1949010514;    5;   6.4;  82.0;eor
        598;1949010515;    5;   6.0;  84.0;eor
        598;1949010516;    5;   5.5;  85.0;eor
        598;1949010517;    5;   5.2;  88.0;eor
        598;1949010518;    5;   5.3;  90.0;eor
        598;1949010519;    5;   5.4;  90.0;eor
        598;1949010520;    5;   5.5;  89.0;eor
        598;1949010521;    5;   4.8;  90.0;eor
        598;1949010522;    5;   4.8;  89.0;eor
        598;1949010523;    5;   4.8;  90.0;eor
        598;1949010600;    5;   4.8;  90.0;eor
        598;1949010601;    5;   4.7;  90.0;eor
        598;1949010602;    5;   4.6;  89.0;eor
        598;1949010603;    5;   4.6;  89.0;eor
        598;1949010604;    5;   4.4;  89.0;eor
        598;1949010605;    5;   4.4;  88.0;eor
        598;1949010606;    5;   4.4;  87.0;eor
        598;1949010607;    5;   4.4;  86.0;eor
        598;1949010608;    5;   4.4;  85.0;eor
        598;1949010609;    5;   4.5;  84.0;eor
        598;1949010610;    5;   4.8;  83.0;eor
        598;1949010611;    5;   5.6;  78.0;eor
        598;1949010612;    5;   6.0;  78.0;eor
        598;1949010613;    5;   6.1;  78.0;eor
        598;1949010614;    5;   6.5;  77.0;eor
        598;1949010615;    5;   6.3;  78.0;eor
        598;1949010616;    5;   6.1;  80.0;eor
        598;1949010617;    5;   5.9;  81.0;eor
        598;1949010618;    5;   5.7;  82.0;eor
        598;1949010619;    5;   5.6;  83.0;eor
        598;1949010620;    5;   5.4;  84.0;eor
        598;1949010621;    5;   5.1;  84.0;eor
        598;1949010622;    5;   5.0;  85.0;eor
        598;1949010623;    5;   4.9;  86.0;eor
        598;1949010700;    5;   4.4;  86.0;eor
        598;1949010701;    5;   4.3;  86.0;eor
        598;1949010702;    5;   4.2;  85.0;eor
        598;1949010703;    5;   4.1;  85.0;eor
        598;1949010704;    5;   4.0;  85.0;eor
        598;1949010705;    5;   4.0;  84.0;eor
        598;1949010706;    5;   3.9;  84.0;eor
        598;1949010707;    5;   3.8;  85.0;eor
        598;1949010708;    5;   3.4;  86.0;eor
        598;1949010709;    5;   3.3;  87.0;eor
        598;1949010710;    5;   3.2;  88.0;eor
        598;1949010711;    5;   3.1;  88.0;eor
        598;1949010712;    5;   2.7;  87.0;eor
        598;1949010713;    5;   2.7;  87.0;eor
        598;1949010714;    5;   2.9;  87.0;eor
        598;1949010715;    5;   2.8;  88.0;eor
        598;1949010716;    5;   2.8;  88.0;eor
        598;1949010717;    5;   2.8;  88.0;eor
        598;1949010718;    5;   2.7;  88.0;eor
        598;1949010719;    5;   2.3;  89.0;eor
        598;1949010720;    5;   1.8;  89.0;eor
        598;1949010721;    5;   0.8;  89.0;eor
        598;1949010722;    5;   0.5;  90.0;eor
        598;1949010723;    5;   0.4;  91.0;eor
        598;1949010800;    5;   0.4;  92.0;eor
        598;1949010801;    5;   0.3;  93.0;eor
        598;1949010802;    5;   0.1;  92.0;eor
        598;1949010803;    5;   0.0;  92.0;eor
        598;1949010804;    5;  -0.3;  93.0;eor
        598;1949010805;    5;  -0.2;  90.0;eor
        598;1949010806;    5;   0.2;  88.0;eor
        598;1949010807;    5;   0.8;  86.0;eor
        598;1949010808;    5;   1.2;  84.0;eor
        598;1949010809;    5;   1.1;  82.0;eor
        598;1949010810;    5;   1.4;  85.0;eor
        598;1949010811;    5;   1.7;  86.0;eor
        598;1949010812;    5;   2.7;  82.0;eor
        598;1949010813;    5;   2.8;  80.0;eor
        598;1949010814;    5;   3.4;  80.0;eor
        598;1949010815;    5;   3.6;  78.0;eor
        598;1949010816;    5;   4.3;  77.0;eor
        598;1949010817;    5;   4.3;  79.0;eor
        598;1949010818;    5;   4.2;  80.0;eor
        598;1949010819;    5;   4.1;  83.0;eor
        598;1949010820;    5;   4.3;  86.0;eor
        598;1949010821;    5;   4.6;  90.0;eor
        598;1949010822;    5;   4.5;  89.0;eor
        598;1949010823;    5;   3.5;  86.0;eor
        598;1949010900;    5;   2.6;  82.0;eor
        598;1949010901;    5;   2.5;  82.0;eor
        598;1949010902;    5;   1.8;  83.0;eor
        598;1949010903;    5;   1.2;  84.0;eor
        598;1949010904;    5;   0.8;  87.0;eor
        598;1949010905;    5;   0.4;  90.0;eor
        598;1949010906;    5;  -0.1;  90.0;eor
        598;1949010907;    5;  -0.6;  90.0;eor
        598;1949010908;    5;  -0.6;  88.0;eor
        598;1949010909;    5;   0.1;  85.0;eor
        598;1949010910;    5;   0.5;  83.0;eor
        598;1949010911;    5;   1.4;  81.0;eor
        598;1949010912;    5;   2.8;  81.0;eor
        598;1949010913;    5;   3.2;  81.0;eor
        598;1949010914;    5;   3.4;  82.0;eor
        598;1949010915;    5;   3.2;  83.0;eor
        598;1949010916;    5;   2.3;  86.0;eor
        598;1949010917;    5;   2.3;  90.0;eor
        598;1949010918;    5;   2.4;  93.0;eor
        598;1949010919;    5;   1.4;  95.0;eor
        598;1949010920;    5;   0.9;  96.0;eor
        598;1949010921;    5;   1.4;  95.0;eor
        598;1949010922;    5;   1.3;  94.0;eor
