STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
      13776;2008030100;    3;   7.9;  85.0;eor
      13776;2008030101;    3;   8.4;  84.0;eor
      13776;2008030102;    3;   8.6;  86.0;eor
      13776;2008030103;    3;   9.8;  80.0;eor
      13776;2008030104;    3;   9.6;  87.0;eor
      13776;2008030105;    3;   2.2;  95.0;eor
      13776;2008030106;    3;   4.8;  87.0;eor
      13776;2008030107;    3;   6.5;  81.0;eor
      13776;2008030108;    3;   7.1;  77.0;eor
      13776;2008030109;    3;   7.0;  80.0;eor
      13776;2008030110;    3;   6.1;  87.0;eor
      13776;2008030111;    3;   6.3;  86.0;eor
      13776;2008030112;    3;   7.2;  84.0;eor
      13776;2008030113;    3;   6.8;  83.0;eor
      13776;2008030114;    3;   6.9;  73.0;eor
      13776;2008030115;    3;   7.4;  67.0;eor
      13776;2008030116;    3;   7.3;  66.0;eor
      13776;2008030117;    3;   7.2;  64.0;eor
      13776;2008030118;    3;   6.8;  66.0;eor
      13776;2008030119;    3;   6.8;  67.0;eor
      13776;2008030120;    3;   6.5;  69.0;eor
      13776;2008030121;    3;   6.9;  70.0;eor
      13776;2008030122;    3;   5.3;  84.0;eor
      13776;2008030123;    3;   6.5;  77.0;eor
      13776;2008030200;    3;   6.8;  73.0;eor
      13776;2008030201;    3;   7.2;  71.0;eor
      13776;2008030202;    3;   6.7;  79.0;eor
      13776;2008030203;    3;   6.2;  85.0;eor
      13776;2008030204;    3;   6.3;  88.0;eor
      13776;2008030205;    3;   7.3;  89.0;eor
      13776;2008030206;    3;   8.7;  86.0;eor
      13776;2008030207;    3;   9.4;  85.0;eor
      13776;2008030208;    3;   8.1;  77.0;eor
      13776;2008030209;    3;   8.8;  76.0;eor
      13776;2008030210;    3;   8.0;  81.0;eor
      13776;2008030211;    3;   8.8;  71.0;eor
      13776;2008030212;    3;   8.5;  73.0;eor
      13776;2008030213;    3;   7.3;  79.0;eor
      13776;2008030214;    3;   9.2;  67.0;eor
      13776;2008030215;    3;   8.8;  68.0;eor
      13776;2008030216;    3;   8.4;  70.0;eor
      13776;2008030217;    3;   8.6;  65.0;eor
      13776;2008030218;    3;   8.3;  68.0;eor
      13776;2008030219;    3;   8.2;  67.0;eor
      13776;2008030220;    3;   8.0;  66.0;eor
      13776;2008030221;    3;   7.5;  68.0;eor
      13776;2008030222;    3;   7.7;  67.0;eor
      13776;2008030223;    3;   7.2;  68.0;eor
      13776;2008030300;    3;   6.8;  72.0;eor
      13776;2008030301;    3;   6.5;  73.0;eor
      13776;2008030302;    3;   5.9;  77.0;eor
      13776;2008030303;    3;   6.8;  74.0;eor
      13776;2008030304;    3;   7.0;  73.0;eor
      13776;2008030305;    3;   6.8;  77.0;eor
      13776;2008030306;    3;   6.0;  85.0;eor
      13776;2008030307;    3;   6.0;  83.0;eor
      13776;2008030308;    3;   6.8;  78.0;eor
      13776;2008030309;    3;   7.1;  75.0;eor
      13776;2008030310;    3;   7.9;  65.0;eor
      13776;2008030311;    3;   8.1;  66.0;eor
      13776;2008030312;    3;   5.8;  80.0;eor
      13776;2008030313;    3;   5.9;  76.0;eor
      13776;2008030314;    3;   6.7;  69.0;eor
      13776;2008030315;    3;   6.3;  63.0;eor
      13776;2008030316;    3;   5.1;  68.0;eor
      13776;2008030317;    3;   2.2;  78.0;eor
      13776;2008030318;    3;   3.7;  72.0;eor
      13776;2008030319;    3;   3.5;  68.0;eor
      13776;2008030320;    3;   3.5;  66.0;eor
      13776;2008030321;    3;   0.8;  92.0;eor
      13776;2008030322;    3;   1.1;  86.0;eor
      13776;2008030323;    3;   2.1;  75.0;eor
      13776;2008030400;    3;   2.1;  75.0;eor
      13776;2008030401;    3;   1.9;  76.0;eor
      13776;2008030402;    3;   2.0;  75.0;eor
      13776;2008030403;    3;   1.5;  77.0;eor
      13776;2008030404;    3;   1.6;  77.0;eor
      13776;2008030405;    3;   1.7;  75.0;eor
      13776;2008030406;    3;   1.5;  77.0;eor
      13776;2008030407;    3;   1.4;  79.0;eor
      13776;2008030408;    3;   2.4;  79.0;eor
      13776;2008030409;    3;   4.0;  75.0;eor
      13776;2008030410;    3;   4.7;  71.0;eor
      13776;2008030411;    3;   5.7;  65.0;eor
      13776;2008030412;    3;   5.4;  68.0;eor
      13776;2008030413;    3;   6.0;  64.0;eor
      13776;2008030414;    3;   5.4;  60.0;eor
      13776;2008030415;    3;   4.3;  70.0;eor
      13776;2008030416;    3;   4.8;  61.0;eor
      13776;2008030417;    3;   4.1;  54.0;eor
      13776;2008030418;    3;   3.1;  58.0;eor
      13776;2008030419;    3;   2.0;  80.0;eor
      13776;2008030420;    3;   2.0;  83.0;eor
      13776;2008030421;    3;   0.9;  81.0;eor
      13776;2008030422;    3;   0.2;  88.0;eor
      13776;2008030423;    3;  -0.6;  88.0;eor
      13776;2008030500;    3;  -1.4;  96.0;eor
      13776;2008030501;    3;  -1.8;  94.0;eor
      13776;2008030502;    3;  -1.4;  92.0;eor
      13776;2008030503;    3;  -1.5;  87.0;eor
      13776;2008030504;    3;  -1.2;  84.0;eor
      13776;2008030505;    3;  -1.7;  86.0;eor
      13776;2008030506;    3;  -1.3;  85.0;eor
      13776;2008030507;    3;  -0.8;  78.0;eor
      13776;2008030508;    3;   0.1;  73.0;eor
      13776;2008030509;    3;   0.9;  75.0;eor
      13776;2008030510;    3;   1.6;  72.0;eor
      13776;2008030511;    3;   2.5;  51.0;eor
      13776;2008030512;    3;   3.5;  44.0;eor
      13776;2008030513;    3;   3.7;  46.0;eor
      13776;2008030514;    3;   4.1;  45.0;eor
      13776;2008030515;    3;   4.1;  48.0;eor
      13776;2008030516;    3;   3.9;  47.0;eor
      13776;2008030517;    3;   2.8;  51.0;eor
      13776;2008030518;    3;   1.5;  56.0;eor
      13776;2008030519;    3;   2.5;  52.0;eor
      13776;2008030520;    3;   2.5;  52.0;eor
      13776;2008030521;    3;   2.5;  53.0;eor
      13776;2008030522;    3;   1.8;  56.0;eor
      13776;2008030523;    3;   2.1;  55.0;eor
      13776;2008030600;    3;   2.3;  56.0;eor
      13776;2008030601;    3;   2.8;  56.0;eor
      13776;2008030602;    3;   3.1;  59.0;eor
      13776;2008030603;    3;   3.4;  57.0;eor
      13776;2008030604;    3;   3.3;  58.0;eor
      13776;2008030605;    3;   3.3;  64.0;eor
      13776;2008030606;    3;   3.5;  65.0;eor
      13776;2008030607;    3;   3.6;  66.0;eor
      13776;2008030608;    3;   4.2;  67.0;eor
      13776;2008030609;    3;   4.1;  72.0;eor
      13776;2008030610;    3;   4.4;  74.0;eor
      13776;2008030611;    3;   4.6;  75.0;eor
      13776;2008030612;    3;   5.2;  75.0;eor
      13776;2008030613;    3;   5.5;  75.0;eor
      13776;2008030614;    3;   5.5;  80.0;eor
      13776;2008030615;    3;   5.9;  82.0;eor
      13776;2008030616;    3;   6.1;  82.0;eor
      13776;2008030617;    3;   6.1;  84.0;eor
      13776;2008030618;    3;   6.1;  86.0;eor
      13776;2008030619;    3;   6.2;  86.0;eor
      13776;2008030620;    3;   6.3;  88.0;eor
      13776;2008030621;    3;   6.3;  90.0;eor
      13776;2008030622;    3;   6.4;  89.0;eor
      13776;2008030623;    3;   6.4;  91.0;eor
      13776;2008030700;    3;   6.5;  91.0;eor
      13776;2008030701;    3;   6.6;  90.0;eor
      13776;2008030702;    3;   6.6;  90.0;eor
      13776;2008030703;    3;   6.7;  91.0;eor
      13776;2008030704;    3;   6.8;  90.0;eor
      13776;2008030705;    3;   6.8;  89.0;eor
      13776;2008030706;    3;   6.9;  88.0;eor
      13776;2008030707;    3;   6.7;  88.0;eor
      13776;2008030708;    3;   6.7;  88.0;eor
      13776;2008030709;    3;   7.0;  85.0;eor
      13776;2008030710;    3;   7.2;  84.0;eor
      13776;2008030711;    3;   7.9;  80.0;eor
      13776;2008030712;    3;   7.8;  81.0;eor
      13776;2008030713;    3;   8.5;  78.0;eor
      13776;2008030714;    3;   8.9;  76.0;eor
      13776;2008030715;    3;   8.5;  78.0;eor
      13776;2008030716;    3;   8.5;  78.0;eor
      13776;2008030717;    3;   8.4;  79.0;eor
      13776;2008030718;    3;   7.4;  89.0;eor
      13776;2008030719;    3;   7.5;  88.0;eor
      13776;2008030720;    3;   7.1;  92.0;eor
      13776;2008030721;    3;   6.7;  95.0;eor
      13776;2008030722;    3;   6.8;  89.0;eor
      13776;2008030723;    3;   6.4;  85.0;eor
      13776;2008030800;    3;   6.7;  82.0;eor
      13776;2008030801;    3;   6.6;  81.0;eor
      13776;2008030802;    3;   6.4;  83.0;eor
      13776;2008030803;    3;   6.4;  84.0;eor
      13776;2008030804;    3;   6.3;  83.0;eor
      13776;2008030805;    3;   6.2;  85.0;eor
      13776;2008030806;    3;   6.1;  86.0;eor
      13776;2008030807;    3;   5.9;  86.0;eor
      13776;2008030808;    3;   6.4;  85.0;eor
      13776;2008030809;    3;   6.9;  82.0;eor
      13776;2008030810;    3;   7.6;  68.0;eor
      13776;2008030811;    3;   8.6;  59.0;eor
      13776;2008030812;    3;   9.2;  56.0;eor
      13776;2008030813;    3;  10.1;  52.0;eor
      13776;2008030814;    3;  10.6;  49.0;eor
      13776;2008030815;    3;  10.5;  51.0;eor
      13776;2008030816;    3;  10.0;  50.0;eor
      13776;2008030817;    3;   9.6;  53.0;eor
      13776;2008030818;    3;   8.4;  63.0;eor
      13776;2008030819;    3;   8.4;  60.0;eor
      13776;2008030820;    3;   7.9;  58.0;eor
      13776;2008030821;    3;   7.3;  58.0;eor
      13776;2008030822;    3;   7.1;  57.0;eor
      13776;2008030823;    3;   7.1;  59.0;eor
      13776;2008030900;    3;   6.2;  64.0;eor
      13776;2008030901;    3;   5.9;  67.0;eor
      13776;2008030902;    3;   6.0;  68.0;eor
      13776;2008030903;    3;   5.9;  70.0;eor
      13776;2008030904;    3;   5.7;  73.0;eor
      13776;2008030905;    3;   5.9;  72.0;eor
      13776;2008030906;    3;   6.1;  72.0;eor
      13776;2008030907;    3;   6.4;  73.0;eor
      13776;2008030908;    3;   7.2;  70.0;eor
      13776;2008030909;    3;   7.5;  69.0;eor
      13776;2008030910;    3;   8.3;  67.0;eor
      13776;2008030911;    3;   9.4;  62.0;eor
      13776;2008030912;    3;  10.5;  58.0;eor
      13776;2008030913;    3;  10.3;  58.0;eor
      13776;2008030914;    3;  10.2;  58.0;eor
      13776;2008030915;    3;  10.4;  58.0;eor
      13776;2008030916;    3;  10.0;  57.0;eor
      13776;2008030917;    3;   9.5;  60.0;eor
      13776;2008030918;    3;   9.1;  61.0;eor
      13776;2008030919;    3;   8.9;  61.0;eor
      13776;2008030920;    3;   8.7;  60.0;eor
      13776;2008030921;    3;   8.9;  59.0;eor
      13776;2008030922;    3;   9.2;  58.0;eor
      13776;2008030923;    3;   9.1;  59.0;eor
      13776;2008031000;    3;   9.0;  61.0;eor
      13776;2008031001;    3;   9.1;  61.0;eor
      13776;2008031002;    3;   8.9;  63.0;eor
      13776;2008031003;    3;   8.3;  66.0;eor
      13776;2008031004;    3;   7.3;  69.0;eor
      13776;2008031005;    3;   5.9;  76.0;eor
      13776;2008031006;    3;   6.4;  74.0;eor
