STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       4692;2018092100;    3;  13.0;  81.0;eor
       4692;2018092101;    3;  12.6;  85.0;eor
       4692;2018092102;    3;  12.8;  85.0;eor
       4692;2018092103;    3;  12.8;  87.0;eor
       4692;2018092104;    3;  12.9;  87.0;eor
       4692;2018092105;    3;  13.8;  86.0;eor
       4692;2018092106;    3;  17.0;  74.0;eor
       4692;2018092107;    3;  20.4;  59.0;eor
       4692;2018092108;    3;  20.8;  60.0;eor
       4692;2018092109;    3;  20.9;  54.0;eor
       4692;2018092110;    3;  21.4;  52.0;eor
       4692;2018092111;    3;  13.7;  84.0;eor
       4692;2018092112;    3;  12.9;  89.0;eor
       4692;2018092113;    3;  12.9;  89.0;eor
       4692;2018092114;    3;  13.6;  86.0;eor
       4692;2018092115;    3;  14.0;  79.0;eor
       4692;2018092116;    3;  13.7;  72.0;eor
       4692;2018092117;    3;  14.1;  60.0;eor
       4692;2018092118;    3;  12.7;  58.0;eor
       4692;2018092119;    3;  11.2;  66.0;eor
       4692;2018092120;    3;  11.5;  63.0;eor
       4692;2018092121;    3;  11.7;  60.0;eor
       4692;2018092122;    3;  11.8;  61.0;eor
       4692;2018092123;    3;  11.3;  63.0;eor
       4692;2018092200;    3;  11.3;  65.0;eor
       4692;2018092201;    3;  10.9;  67.0;eor
       4692;2018092202;    3;  10.5;  70.0;eor
       4692;2018092203;    3;  10.6;  71.0;eor
       4692;2018092204;    3;  10.2;  73.0;eor
       4692;2018092205;    3;   9.2;  77.0;eor
       4692;2018092206;    3;   9.2;  80.0;eor
       4692;2018092207;    3;  11.1;  72.0;eor
       4692;2018092208;    3;  11.9;  70.0;eor
       4692;2018092209;    3;  12.5;  68.0;eor
       4692;2018092210;    3;  13.8;  60.0;eor
       4692;2018092211;    3;  14.8;  54.0;eor
       4692;2018092212;    3;  13.5;  66.0;eor
       4692;2018092213;    3;  14.6;  64.0;eor
       4692;2018092214;    3;  13.1;  77.0;eor
       4692;2018092215;    3;  13.1;  75.0;eor
       4692;2018092216;    3;  11.7;  81.0;eor
