STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       2456;2001101701;   10;   7.2;  97.0;eor
       2456;2001101702;   10;   7.6;  95.0;eor
       2456;2001101703;   10;   8.6;  96.0;eor
       2456;2001101704;   10;   8.9;  98.0;eor
       2456;2001101705;   10;   8.7;  99.0;eor
       2456;2001101706;   10;   9.6; 100.0;eor
       2456;2001101707;   10;  10.0;  96.0;eor
       2456;2001101708;   10;  10.7;  96.0;eor
       2456;2001101709;   10;  11.3;  93.0;eor
       2456;2001101710;   10;  12.3;  92.0;eor
       2456;2001101711;   10;  13.1;  89.0;eor
       2456;2001101712;   10;  13.9;  87.0;eor
       2456;2001101713;   10;  14.7;  86.0;eor
       2456;2001101714;   10;  15.2;  83.0;eor
       2456;2001101715;   10;  15.3;  83.0;eor
       2456;2001101716;   10;  14.6;  86.0;eor
       2456;2001101717;   10;  14.2;  87.0;eor
       2456;2001101718;   10;  14.1;  87.0;eor
       2456;2001101719;   10;  14.0;  88.0;eor
       2456;2001101720;   10;  13.9;  88.0;eor
       2456;2001101721;   10;  13.4;  91.0;eor
       2456;2001101722;   10;  13.9;  87.0;eor
       2456;2001101723;   10;  13.4;  88.0;eor
       2456;2001101800;   10;  13.2;  89.0;eor
       2456;2001101801;   10;  13.0;  90.0;eor
       2456;2001101802;   10;  13.0;  91.0;eor
       2456;2001101803;   10;  12.9;  91.0;eor
       2456;2001101804;   10;  12.7;  91.0;eor
       2456;2001101805;   10;  12.6;  92.0;eor
       2456;2001101806;   10;  12.4;  92.0;eor
       2456;2001101807;   10;  12.2;  93.0;eor
       2456;2001101808;   10;  12.3;  92.0;eor
       2456;2001101809;   10;  12.5;  91.0;eor
       2456;2001101810;   10;  12.7;  90.0;eor
       2456;2001101811;   10;  13.1;  87.0;eor
       2456;2001101812;   10;  13.7;  85.0;eor
       2456;2001101813;   10;  13.9;  83.0;eor
       2456;2001101814;   10;  14.8;  80.0;eor
