quality,quality,quality,quality,quality,quality,quality,quality,temperature,temperature,temperature,temperature,temperature,temperature,temperature,temperature,humidity,humidity,humidity,humidity,humidity,humidity,humidity,humidity
count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,7.474942922374385,7.3839993727814806,-16.6,1.7,7.2,12.5,30.0,8760.0,81.41438356164383,15.565482799645968,22.0,73.0,88.0,93.0,99.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,7.670821917808215,8.275161025431832,-19.2,1.4,7.1,13.9,30.2,8760.0,80.76735159817352,16.373027221181644,23.0,71.0,87.0,94.0,99.0
8784.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8784.0,7.348565573770508,7.741781713356403,-16.2,1.5,7.4,13.0,30.9,8784.0,80.75398451730419,16.609400362749447,21.0,72.0,87.0,94.0,99.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,8.011152968036539,8.629571582173856,-18.6,0.9,9.0,14.3,30.2,8760.0,81.20125570776256,16.600234339708905,26.0,72.0,87.0,94.0,99.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,8.839646118721504,8.79320878351389,-21.8,2.1,8.2,15.6,31.9,8760.0,77.8082191780822,19.728473676843198,21.0,65.0,86.0,94.0,99.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,8.816506849315049,8.837859748831407,-15.6,2.0,8.3,15.0,35.1,8760.0,79.96997716894977,19.163030206118826,21.0,69.0,88.0,96.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,7.7514458105646895,7.339246763355321,-13.2,1.5,7.8,12.8,34.8,8784.0,80.99419398907104,17.12852575716465,21.0,72.0,87.0,94.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,7.259349315068512,9.294363929567526,-20.3,0.8,7.8,14.0,32.2,8760.0,78.14623287671233,18.37839659268623,23.0,67.0,85.0,93.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8743.0,7.910557017042257,8.682667828017028,-17.7,2.0,7.5,14.1,33.0,8760.0,79.43013698630136,18.485360591806636,20.0,69.0,86.0,94.0,99.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,7.194748858447447,8.860286717843765,-21.6,1.0,7.6,13.7,30.9,8760.0,80.96643835616439,17.808895760947966,18.0,71.0,88.5,95.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,8.95672814207646,7.591418046671593,-12.6,2.5,8.8,14.3,31.8,8784.0,77.62158469945355,19.578921959038066,18.0,66.0,86.0,93.0,98.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.13982876712326,7.893903400509795,-10.3,2.9,8.8,14.8,33.4,8760.0,78.62819634703196,19.510027502196014,20.0,67.0,87.0,94.0,99.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.09842465753419,7.439165909891961,-10.5,3.375,8.75,14.2,33.0,8760.0,75.95171232876713,20.30288567755425,18.0,63.0,83.0,93.0,99.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,8.239337899543358,8.581928246382327,-15.9,1.8,7.6,14.4,33.6,8760.0,74.93173515981735,20.337222044380404,15.0,61.0,82.0,93.0,99.0
8784.0,5.332536429872495,3.2997376212951415,3.0,3.0,3.0,10.0,10.0,8784.0,9.019990892531876,8.206798496908338,-11.5,2.5,7.9,15.1,35.8,8784.0,79.69865664845173,18.10321006755169,23.0,69.0,86.0,94.0,100.0
8759.0,9.96506450508049,0.5596737683165303,1.0,10.0,10.0,10.0,10.0,8759.0,8.3291471629182,8.524611071332313,-18.2,1.8,8.7,14.4,30.7,8759.0,79.8664231076607,18.196843412775817,18.0,70.0,86.0,95.0,100.0
8757.0,9.148452666438278,2.633702298110195,1.0,10.0,10.0,10.0,10.0,8757.0,9.814331392029258,8.14693769530216,-12.9,3.7,8.7,15.3,35.3,8756.0,80.15201005025126,17.42496248173297,19.0,71.0,85.0,94.0,99.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,8.634554794520557,8.436852127925759,-13.4,1.6,8.7,14.3,33.5,8760.0,77.54543378995434,15.577536869140106,21.0,70.0,82.0,90.0,96.0
8784.0,9.990551001821494,0.2687181892505801,1.0,10.0,10.0,10.0,10.0,8784.0,7.13275273224043,8.510537346964032,-17.7,0.3,7.8,13.2,31.4,8784.0,76.39628870673953,15.873975384322874,15.0,68.0,80.0,89.0,97.0
8760.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,8760.0,8.714497716895,8.283360341331855,-13.6,2.3,8.0,14.9,31.7,8760.0,75.3365296803653,16.76124596870307,21.0,66.0,80.0,89.0,97.0
8760.0,9.978424657534246,0.3880452180503452,3.0,10.0,10.0,10.0,10.0,8760.0,8.76839041095895,7.908079180598313,-16.1,3.3,8.8,14.2,35.5,8760.0,77.77077625570776,15.663896613577405,18.0,70.0,83.0,90.0,97.0
8760.0,9.999200913242008,0.07479042255486837,3.0,10.0,10.0,10.0,10.0,8760.0,9.164098173516003,7.97896179707851,-16.6,2.6,8.9,15.2,31.4,8760.0,77.53687214611872,15.897685232169986,20.0,68.0,83.0,90.0,97.0
8784.0,9.999203096539162,0.07468817996085599,3.0,10.0,10.0,10.0,10.0,8784.0,9.662090163934405,7.575858695848121,-16.3,4.2,9.2,14.8,33.5,8784.0,78.18362932604735,16.027674481953238,17.0,70.0,84.0,91.0,100.0
8759.0,9.974540472656695,0.47635607384509066,1.0,10.0,10.0,10.0,10.0,8759.0,8.85436693686498,8.163690508048303,-18.6,2.5,8.8,14.5,33.9,8759.0,78.43395364767667,15.852387496329056,23.0,69.0,84.0,91.0,98.0
8759.0,9.999200822011645,0.0747946917801222,3.0,10.0,10.0,10.0,10.0,8759.0,9.415207215435501,8.077843149181845,-21.6,4.1,8.9,15.2,33.6,8759.0,77.39525059938349,16.11144407249223,14.0,68.0,82.0,90.0,100.0
8760.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,8760.0,9.504771689497709,9.604072568621216,-17.3,2.2,8.5,16.5,36.8,8760.0,71.62454337899544,19.84479141870862,15.0,58.0,77.0,88.0,100.0
8757.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,8757.0,8.659917780061635,8.007641045545148,-12.0,2.1,8.7,14.4,30.6,8739.0,78.30884540565282,16.66193907018734,22.0,68.0,84.0,93.0,100.0
8388.0,6.346447305674774,3.4968384796174723,3.0,3.0,3.0,10.0,10.0,8388.0,8.578111587982832,8.323916201722444,-14.0,1.7,9.0,14.7,32.5,8329.0,77.1012126305679,16.822552726314665,19.0,68.0,82.0,90.0,100.0
8674.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8674.0,8.949677196218536,8.660769424592695,-13.3,2.1,9.4,15.1,33.9,8654.0,77.4128726600416,16.404209637730975,18.0,69.0,82.0,90.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.503824200913238,7.351429872179614,-11.6,3.8,9.0,14.7,34.0,8760.0,76.56095890410958,16.780747834397356,19.0,67.0,82.0,90.0,100.0
8697.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8697.0,9.11852362883753,7.564789199347547,-9.1,3.0,8.3,14.8,31.8,8696.0,75.85269089236431,16.283995879327115,16.0,67.0,81.0,89.0,96.0
8740.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8740.0,8.8238558352403,8.501196216779507,-17.0,2.5,9.0,15.3,32.8,8740.0,78.13077803203662,16.00401712040105,16.0,70.0,83.0,91.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,7.569132420091381,9.035669781171812,-17.6,0.6,7.9,13.9,33.7,8760.0,78.54109589041096,16.137662737660747,20.0,71.0,84.0,91.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.346929223744292,7.956964230001298,-13.0,3.0,9.2,15.3,33.4,8760.0,77.46335616438355,18.700767803582725,17.0,65.0,83.0,93.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,8.820173041894384,8.560985788190631,-18.4,3.1,8.3,15.1,34.3,8784.0,79.13831967213115,17.618979387514905,15.0,69.0,84.0,93.0,100.0
8596.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8595.0,8.348935427574178,8.36484852936077,-12.1,1.45,8.1,14.1,33.8,8595.0,78.94648051192554,16.31694381498682,24.0,70.0,84.0,92.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,10.039200913242022,7.023527229401196,-7.1,4.6,9.7,15.0,33.0,8760.0,80.43276255707762,16.50378665598636,19.0,72.0,86.0,93.0,100.0
8666.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8666.0,9.691657050542364,7.918311637032228,-10.7,3.3,9.0,14.8,36.5,8666.0,77.73067159012231,18.76493946088637,18.0,66.0,83.0,94.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,9.18609972677597,8.090107877621408,-14.4,2.8,8.5,15.3,32.7,8784.0,78.52550091074681,16.822960134301272,18.0,69.0,83.0,92.0,100.0
8603.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8603.0,8.960943856794149,7.926611895231698,-17.2,2.9,8.7,14.55,32.3,8603.0,78.35685226083925,16.327325150367525,21.0,68.0,82.0,92.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8742.0,10.494086021505394,8.95332597521469,-12.8,3.1,10.2,17.3,35.1,8742.0,72.31571722717914,19.286466997015555,18.0,59.0,77.0,88.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8746.0,9.968488451863736,8.04824983313029,-10.6,3.7,9.1,15.7,37.4,8745.0,76.0232132647227,18.685288721481726,17.0,65.0,81.0,91.0,100.0
2064.0,1.302325581395349,0.7165885807029346,1.0,1.0,1.0,1.0,3.0,2064.0,3.663808139534884,3.8870321752428802,-6.5,1.1,3.4,6.2,16.9,2064.0,81.39680232558139,15.527094185692201,19.0,74.0,86.0,93.0,100.0
8759.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8759.0,7.967873044868136,7.908132891059436,-10.8,1.3,6.8,14.3,29.2,8759.0,75.77075008562622,18.476019236921825,23.0,62.0,79.0,92.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.422785388127833,6.2796235464016785,-5.3,3.4,7.6,13.0,31.3,8760.0,77.9013698630137,17.222739714664833,22.0,66.0,81.0,92.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.765810502283092,7.708739739357892,-8.3,2.6,7.3,15.0,28.8,8760.0,76.65456621004566,17.659690776282552,23.0,63.0,79.0,92.0,100.0
1.0,5.0,,5.0,5.0,5.0,5.0,5.0,1.0,4.2,,4.2,4.2,4.2,4.2,4.2,1.0,75.0,,75.0,75.0,75.0,75.0,75.0
8759.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8759.0,7.562484301860944,7.477230660114266,-21.0,2.1,7.6,12.6,28.4,8759.0,79.57312478593447,16.134401090787847,23.0,69.0,83.0,92.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,7.492420091324175,8.282473904599438,-21.9,1.1,7.1,13.9,28.6,8760.0,79.35776255707762,15.705499701544934,24.0,68.0,82.0,92.0,100.0
1.0,5.0,,5.0,5.0,5.0,5.0,5.0,1.0,-1.2,,-1.2,-1.2,-1.2,-1.2,-1.2,1.0,93.0,,93.0,93.0,93.0,93.0,93.0
8759.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8759.0,7.898732732047052,8.305795333341448,-13.2,0.5,8.8,14.2,30.3,8759.0,80.35175248316018,15.16986581339657,32.0,69.0,83.0,93.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.348378995433896,8.387800530376342,-13.1,2.8,9.1,16.1,31.0,8760.0,71.85239726027397,17.91165846059314,19.0,59.0,74.0,86.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,8.967237442922421,8.271488651130396,-10.1,2.6,8.8,14.8,32.5,8760.0,71.62214611872146,17.583001032085434,15.0,59.0,73.0,86.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,7.734528688524589,7.3226241218046235,-12.6,1.7,8.2,13.2,34.2,8784.0,73.55270947176685,16.46903599806388,22.0,63.0,76.0,87.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,7.332534246575355,8.988144109271065,-18.7,0.8,7.9,14.3,29.6,8760.0,70.2431506849315,17.434509063789648,21.0,58.0,72.0,84.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,7.825627853881284,8.72602364129936,-20.1,2.5,8.3,13.8,30.8,1.0,85.0,,85.0,85.0,85.0,85.0,85.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,6.933333333333324,8.892372064308267,-33.1,0.9,7.6,13.6,30.5,0.0,,,,,,,
8630.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8630.0,8.599698725376616,7.314184195188909,-8.3,2.4,8.6,14.375,30.1,0.0,,,,,,,
1.0,3.0,,3.0,3.0,3.0,3.0,3.0,1.0,3.0,,3.0,3.0,3.0,3.0,3.0,0.0,,,,,,,
6182.0,4.0587188612099645,2.5082193005718394,3.0,3.0,3.0,3.0,10.0,6182.0,10.668359754124864,8.95591163457201,-16.3,4.1,10.4,17.2,34.6,6182.0,76.20915561307021,18.26747007656694,24.0,64.0,80.0,92.0,100.0
2627.0,9.99200609059764,0.2364629947125949,3.0,10.0,10.0,10.0,10.0,2627.0,6.10152264940999,9.463367337627282,-21.1,-0.7,4.4,12.9,33.6,2626.0,73.88042650418888,21.20020174137896,19.0,58.0,79.0,92.0,100.0
8783.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8783.0,7.2467607878857,9.513491512763668,-26.2,1.4,7.9,14.3,29.9,0.0,,,,,,,
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.260296803652997,7.917975370528552,-18.0,3.1,9.0,14.8,35.9,0.0,,,,,,,
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.71522831050226,7.949194829001884,-12.4,2.2,8.4,14.9,33.3,0.0,,,,,,,
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.516815068493154,8.6719035046481,-13.6,2.8,9.1,16.2,37.6,0.0,,,,,,,
8784.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8784.0,8.954360200364262,8.052889985443159,-18.9,3.0,8.7,14.8,34.8,0.0,,,,,,,
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.477077625570775,8.489327881834072,-19.9,4.0,9.9,15.3,33.6,8759.0,79.66046352323325,15.157497798033637,29.0,71.0,83.0,92.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,7.96389269406394,8.298184933382808,-18.8,2.2,7.8,13.8,31.7,8760.0,77.83641552511415,16.07683835607247,17.0,68.0,82.0,91.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,7.937260273972631,10.727174187093903,-24.8,0.3,9.5,15.4,35.1,8760.0,76.09018264840182,17.711734305397858,18.0,66.0,82.0,90.0,100.0
8784.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8784.0,8.65004553734066,9.261234073369634,-15.8,1.7,7.8,15.5,34.9,8784.0,76.45548724954463,18.148283536526797,23.0,65.0,82.0,91.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.176141552511377,7.964281444220912,-20.0,1.7,8.0,14.2,32.9,8760.0,79.02066210045662,16.038340508609362,23.0,69.0,84.0,92.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.161757990867589,8.567604328142979,-15.9,2.7,9.4,15.4,35.1,8760.0,79.32351598173516,16.596523403260903,21.0,71.0,84.0,92.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.835650684931517,7.906328070090459,-15.3,3.9,9.7,15.4,33.0,8760.0,78.69988584474886,16.206581098686662,28.0,68.0,83.0,92.0,100.0
8784.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8784.0,8.88687386156649,8.633489550259526,-14.1,1.8,9.3,15.1,33.6,8784.0,80.38809198542805,17.45615999730467,21.0,70.0,86.0,95.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.022066210045628,9.680772038140061,-24.9,0.1,8.5,15.1,34.0,8760.0,79.08961187214612,17.371223560847955,20.0,68.0,84.0,93.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.134189497716894,8.939206136617708,-21.5,1.5,8.3,14.6,31.5,8760.0,79.81004566210045,17.291454425867844,20.0,70.0,85.0,94.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.120079908675823,8.816700711336198,-20.8,3.3,8.8,15.1,33.4,8760.0,78.62020547945205,18.191524053654355,23.0,66.0,84.0,94.0,100.0
8784.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8784.0,8.607684426229461,8.281956118112845,-16.4,2.8,8.2,14.2,34.4,8784.0,79.42975865209472,17.126670952563337,27.0,68.0,85.0,94.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.801803652968031,8.16641902920168,-10.6,2.2,7.4,15.0,32.7,8760.0,78.56940639269406,18.559715618260714,15.0,67.0,84.0,94.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.507739726027348,6.499699513078478,-4.9,4.4,8.6,14.3,33.9,8760.0,79.13778538812785,16.964307416291653,20.0,69.0,83.0,93.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.74833333333334,8.124800721500177,-9.6,3.6,8.1,15.8,32.6,8760.0,77.30148401826484,18.059272394243614,18.0,66.0,82.0,92.0,100.0
8784.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8784.0,8.761646174863362,8.752452388695733,-17.0,1.9,8.5,15.0,34.7,8784.0,74.99043715846994,19.930081578827846,11.0,62.0,80.0,91.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,9.430936073059394,7.399639407075464,-10.1,3.5,9.1,15.0,31.0,8760.0,79.0763698630137,16.98281539638582,16.0,69.0,83.0,93.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.764908675799052,7.981878757932195,-21.8,3.0,9.0,14.0,32.2,8760.0,78.2904109589041,17.731281830457952,25.0,67.0,83.0,93.0,100.0
8760.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8760.0,8.617762557077628,8.786924349219614,-22.0,2.0,8.3,15.1,32.6,8760.0,76.14577625570776,18.213192582035216,7.0,64.0,80.0,91.0,100.0
8784.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8784.0,7.968226320582907,8.220969278148534,-16.1,1.1,8.0,14.1,32.1,8784.0,76.82365664845173,17.2339417775344,17.0,66.0,80.0,91.0,100.0
1.0,3.0,,3.0,3.0,3.0,3.0,3.0,1.0,5.7,,5.7,5.7,5.7,5.7,5.7,1.0,63.0,,63.0,63.0,63.0,63.0,63.0
4415.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,4415.0,12.623578708946765,7.952861739344463,-4.5,6.4,12.2,18.6,32.5,4415.0,74.52706681766705,18.9214537672906,19.0,61.0,78.0,91.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.933675799086705,8.47184888323183,-16.9,3.6,9.7,15.7,36.1,8760.0,75.30490867579908,18.1661805023999,18.0,64.0,79.0,91.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,8.481090619307862,7.670778402586651,-11.3,2.2,8.8,13.9,36.9,8784.0,78.54394353369763,16.524847812236516,19.0,68.0,82.0,93.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,8.13084474885844,9.418962478873572,-23.0,1.7,9.0,15.0,32.9,8760.0,78.04223744292237,16.895825864096636,22.0,67.0,82.0,92.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,8.670525114155238,9.05956169650153,-22.3,2.9,9.0,14.8,35.2,8760.0,76.54200913242009,17.235170290624527,21.0,67.0,81.0,90.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,7.9668150684931875,9.052754162883293,-24.1,2.0,8.8,14.6,32.3,8760.0,78.63584474885845,15.917207677753916,25.0,69.0,83.0,91.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,9.758037340619358,7.621256405159593,-7.8,3.5,9.2,15.5,32.1,8784.0,74.64981785063752,17.98730319876777,16.0,63.0,79.0,89.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,10.424726027397268,7.931172875352448,-9.1,4.4,10.3,16.1,34.8,8760.0,72.13093607305936,17.812385054938233,24.0,60.0,76.0,87.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,10.62100456621004,7.221362771565309,-7.4,5.0,10.3,15.6,34.7,8759.0,69.31362027628725,16.68752039581101,14.0,58.0,72.0,83.0,96.0
8760.0,4.16392694063927,2.6084120312851775,1.0,3.0,3.0,3.0,10.0,8760.0,9.22883561643831,8.482792641135198,-14.5,3.1,8.5,15.4,35.8,8760.0,71.5162100456621,16.977798905873538,19.0,61.0,75.0,85.0,100.0
8775.0,9.028376068376069,2.7896780984920064,1.0,10.0,10.0,10.0,10.0,8775.0,10.143999999999997,8.67323936619179,-12.2,3.5,8.7,16.4,37.7,8775.0,71.11441595441596,18.182900279987127,22.0,59.0,75.0,85.0,100.0
8760.0,9.998972602739727,0.09615911471340484,1.0,10.0,10.0,10.0,10.0,8760.0,9.064680365296802,8.415372638453155,-16.4,2.6,9.4,15.1,31.7,8760.0,74.69885844748859,17.431521094960267,18.0,65.0,79.0,89.0,99.0
8760.0,9.382762557077626,2.2744553839916786,1.0,10.0,10.0,10.0,10.0,8760.0,10.24517123287669,8.226456168195499,-12.6,4.2,9.4,15.5,38.2,8760.0,75.87705479452055,17.55797595018454,16.0,66.0,79.0,91.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.56200913242011,8.772170136576312,-14.7,2.8,9.1,15.6,34.2,8760.0,75.14965753424657,17.21241543194929,19.0,66.0,80.0,89.0,100.0
8784.0,9.999203096539162,0.07468817996085599,3.0,10.0,10.0,10.0,10.0,8784.0,7.748349271402568,9.38486889077601,-20.0,0.5,9.0,14.6,33.7,8784.0,78.29656193078324,16.41349328199596,19.0,69.0,82.0,92.0,97.0
8760.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,8760.0,9.493847031963497,8.727088074388686,-19.5,2.7,8.9,16.1,33.7,8760.0,77.14372146118721,18.371662628828684,23.0,66.0,82.0,94.0,98.0
8759.0,9.998401644023291,0.10576962853390648,3.0,10.0,10.0,10.0,10.0,8759.0,10.023210412147499,8.080188086969704,-15.7,4.5,10.0,15.6,37.4,8759.0,78.41271834684325,17.637487270076818,22.0,69.0,84.0,93.0,97.0
8760.0,9.997146118721462,0.15518170757688104,1.0,10.0,10.0,10.0,10.0,8760.0,10.502557077625596,8.15748813725034,-15.8,3.7,10.3,16.6,34.6,8760.0,74.53139269406392,17.376640603362628,22.0,64.0,78.0,89.0,100.0
8784.0,9.999203096539162,0.07468817996085599,3.0,10.0,10.0,10.0,10.0,8784.0,10.848633879781415,7.705204236985699,-14.8,5.1,10.6,16.2,35.9,8783.0,76.36513719685756,18.79646222415619,18.0,65.0,80.0,92.0,100.0
8758.0,9.97453756565426,0.47638319395910933,1.0,10.0,10.0,10.0,10.0,8758.0,9.689335464717976,8.438648966732696,-12.6,2.6,9.9,15.9,35.1,8757.0,79.31197898823798,18.050907889317013,22.0,69.0,84.0,94.0,100.0
8759.0,9.949651786733645,0.5915593821590627,3.0,10.0,10.0,10.0,10.0,8759.0,10.080694143167042,8.633421157290481,-15.1,3.7,10.0,16.3,33.8,8759.0,78.55691288959927,18.69484085387687,22.0,66.0,83.0,95.0,100.0
8759.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,8759.0,9.71617764584996,9.440472611913213,-20.1,2.5,9.1,17.0,35.1,8759.0,74.1231875784907,21.89845067831046,13.0,58.0,79.0,93.0,100.0
8784.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,8784.0,9.553324225865213,8.073412472323259,-14.0,3.1,9.8,15.5,31.5,8784.0,78.16598360655738,19.70809405830142,20.0,64.0,83.0,95.0,100.0
8760.0,6.47203196347032,3.500088036194173,3.0,3.0,3.0,10.0,10.0,8760.0,9.690342465753437,8.45065381087922,-14.2,2.6,9.850000000000001,16.0,33.0,8757.0,75.78063263674774,18.922383587974252,13.0,63.0,81.0,92.0,100.0
8759.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8759.0,10.426761045781413,9.566840420212538,-19.1,3.1,10.7,17.3,36.1,8759.0,72.80579974882977,19.802912981888557,14.0,60.0,78.0,89.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,10.756815068493095,7.778589186022124,-12.2,5.0,10.1,16.2,37.2,8760.0,73.48390410958905,18.102868930351054,15.0,63.0,78.0,88.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,10.395343806921705,7.640149194736322,-8.3,4.6,9.5,16.0,34.2,8784.0,74.89503642987249,18.87509120310042,15.0,64.0,79.0,91.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.81343607305929,8.623810212932254,-18.3,3.5,9.9,16.6,31.8,8760.0,76.82591324200914,18.72760227170406,16.0,66.0,82.0,92.0,100.0
8752.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8752.0,8.436791590493621,9.819252781479404,-21.5,0.5,9.0,15.4,37.0,8752.0,77.61197440585009,18.271746834466708,17.0,67.0,83.0,92.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,10.267420091324258,8.433208037032804,-13.9,3.8,10.1,16.7,32.2,8760.0,75.30079908675799,19.320138965721757,18.0,63.0,80.0,92.0,100.0
8784.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8784.0,9.76803278688524,9.081396340358141,-21.4,3.8,9.5,16.4,37.9,8779.0,74.94634924251054,18.75411925737269,21.0,63.0,79.0,91.0,100.0
8760.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8760.0,9.524143835616442,8.909546747295211,-15.7,2.2,9.6,15.8,35.5,8760.0,78.06586757990867,18.252616477275694,17.0,67.0,83.0,93.0,100.0
8689.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,8688.0,11.136797882136266,7.8382553104977095,-12.6,5.6,11.0,16.7,34.8,8688.0,77.17990331491713,18.155899227855922,21.0,66.0,81.0,93.0,100.0
