STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
        555;2018092100;    3;  20.8;  55.0;eor
        555;2018092101;    3;  20.8;  56.0;eor
        555;2018092102;    3;  20.1;  60.0;eor
        555;2018092103;    3;  20.0;  60.0;eor
        555;2018092104;    3;  21.0;  55.0;eor
        555;2018092105;    3;  21.5;  55.0;eor
        555;2018092106;    3;  21.8;  56.0;eor
        555;2018092107;    3;  21.6;  57.0;eor
        555;2018092108;    3;  21.4;  57.0;eor
        555;2018092109;    3;  19.1;  70.0;eor
        555;2018092110;    3;  13.0;  87.0;eor
        555;2018092111;    3;  13.4;  90.0;eor
        555;2018092112;    3;  14.8;  85.0;eor
        555;2018092113;    3;  15.5;  78.0;eor
        555;2018092114;    3;  15.8;  56.0;eor
        555;2018092115;    3;  16.2;  49.0;eor
        555;2018092116;    3;  15.5;  54.0;eor
        555;2018092117;    3;  15.4;  43.0;eor
        555;2018092118;    3;  14.4;  47.0;eor
        555;2018092119;    3;  14.3;  51.0;eor
        555;2018092120;    3;  14.1;  55.0;eor
        555;2018092121;    3;  14.1;  55.0;eor
        555;2018092122;    3;  13.4;  59.0;eor
        555;2018092123;    3;  13.2;  65.0;eor
        555;2018092200;    3;  13.2;  66.0;eor
        555;2018092201;    3;  10.5;  88.0;eor
        555;2018092202;    3;  10.9;  89.0;eor
        555;2018092203;    3;  10.8;  84.0;eor
        555;2018092204;    3;  10.5;  84.0;eor
        555;2018092205;    3;  10.9;  80.0;eor
        555;2018092206;    3;  11.0;  80.0;eor
        555;2018092207;    3;  11.7;  79.0;eor
        555;2018092208;    3;  12.6;  76.0;eor
        555;2018092209;    3;  13.8;  72.0;eor
        555;2018092210;    3;  15.1;  64.0;eor
        555;2018092211;    3;  16.2;  53.0;eor
        555;2018092212;    3;  16.3;  53.0;eor
        555;2018092213;    3;  16.1;  55.0;eor
        555;2018092214;    3;  15.5;  59.0;eor
        555;2018092215;    3;  13.1;  74.0;eor
        555;2018092216;    3;  12.1;  77.0;eor
        555;2018092217;    3;  11.5;  87.0;eor
        555;2018092218;    3;  10.2;  88.0;eor
        555;2018092219;    3;  10.0;  93.0;eor
        555;2018092220;    3;  10.2;  95.0;eor
        555;2018092221;    3;  10.3;  94.0;eor
        555;2018092222;    3;  10.3;  93.0;eor
        555;2018092223;    3;  10.2;  93.0;eor
        555;2018092300;    3;  10.1;  92.0;eor
        555;2018092301;    3;  10.0;  95.0;eor
        555;2018092302;    3;  10.1;  94.0;eor
        555;2018092303;    3;  10.2;  95.0;eor
        555;2018092304;    3;  10.2;  96.0;eor
        555;2018092305;    3;  10.3;  97.0;eor
        555;2018092306;    3;  10.5;  97.0;eor
        555;2018092307;    3;  10.7;  97.0;eor
        555;2018092308;    3;  11.1;  96.0;eor
        555;2018092309;    3;  11.3;  94.0;eor
        555;2018092310;    3;  11.8;  97.0;eor
        555;2018092311;    3;  11.4;  96.0;eor
        555;2018092312;    3;  11.4;  96.0;eor
        555;2018092313;    3;  10.4;  94.0;eor
        555;2018092314;    3;  10.3;  95.0;eor
        555;2018092315;    3;  10.0;  93.0;eor
        555;2018092316;    3;   9.5;  89.0;eor
        555;2018092317;    3;   9.0;  89.0;eor
        555;2018092318;    3;   9.0;  93.0;eor
        555;2018092319;    3;   9.0;  93.0;eor
        555;2018092320;    3;   9.0;  95.0;eor
        555;2018092321;    3;   8.7;  95.0;eor
        555;2018092322;    3;   8.7;  95.0;eor
        555;2018092323;    3;   8.3;  96.0;eor
        555;2018092400;    3;   8.2;  94.0;eor
        555;2018092401;    3;   7.8;  92.0;eor
        555;2018092402;    3;   7.7;  92.0;eor
        555;2018092403;    3;   7.2;  94.0;eor
        555;2018092404;    3;   6.9;  95.0;eor
        555;2018092405;    3;   6.9;  93.0;eor
        555;2018092406;    3;   6.9;  92.0;eor
        555;2018092407;    3;   8.3;  86.0;eor
        555;2018092408;    3;  10.0;  77.0;eor
        555;2018092409;    3;  11.6;  70.0;eor
        555;2018092410;    3;  12.6;  64.0;eor
        555;2018092411;    3;  13.1;  63.0;eor
        555;2018092412;    3;  13.9;  56.0;eor
        555;2018092413;    3;  13.2;  60.0;eor
        555;2018092414;    3;  13.3;  70.0;eor
        555;2018092415;    3;  12.7;  66.0;eor
        555;2018092416;    3;  12.6;  59.0;eor
        555;2018092417;    3;  12.0;  62.0;eor
        555;2018092418;    3;  10.9;  67.0;eor
        555;2018092419;    3;   9.8;  76.0;eor
        555;2018092420;    3;   8.9;  81.0;eor
        555;2018092421;    3;   7.7;  87.0;eor
        555;2018092422;    3;   6.3;  94.0;eor
        555;2018092423;    3;   5.5;  96.0;eor
        555;2018092500;    3;   4.6;  98.0;eor
        555;2018092501;    3;   4.1;  98.0;eor
        555;2018092502;    3;   3.4;  99.0;eor
        555;2018092503;    3;   2.9;  99.0;eor
        555;2018092504;    3;   2.5;  99.0;eor
        555;2018092505;    3;   2.2;  99.0;eor
        555;2018092506;    3;   2.6;  98.0;eor
        555;2018092507;    3;   6.0;  93.0;eor
        555;2018092508;    3;   9.9;  81.0;eor
        555;2018092509;    3;  12.0;  69.0;eor
        555;2018092510;    3;  11.9;  62.0;eor
        555;2018092511;    3;  12.6;  61.0;eor
        555;2018092512;    3;  13.6;  58.0;eor
        555;2018092513;    3;  14.4;  50.0;eor
        555;2018092514;    3;  14.2;  46.0;eor
        555;2018092515;    3;  15.3;  48.0;eor
        555;2018092516;    3;  15.3;  49.0;eor
        555;2018092517;    3;  13.4;  58.0;eor
        555;2018092518;    3;   9.2;  84.0;eor
        555;2018092519;    3;   7.5;  92.0;eor
        555;2018092520;    3;   6.4;  97.0;eor
        555;2018092521;    3;   5.9;  98.0;eor
        555;2018092522;    3;   5.2;  98.0;eor
        555;2018092523;    3;   5.1;  97.0;eor
        555;2018092600;    3;   4.4;  98.0;eor
        555;2018092601;    3;   4.0;  98.0;eor
        555;2018092602;    3;   3.9;  98.0;eor
        555;2018092603;    3;   3.6;  97.0;eor
        555;2018092604;    3;   3.7;  98.0;eor
        555;2018092605;    3;   4.3;  94.0;eor
        555;2018092606;    3;   7.0;  74.0;eor
        555;2018092607;    3;   8.0;  76.0;eor
        555;2018092608;    3;  10.9;  58.0;eor
        555;2018092609;    3;  12.5;  53.0;eor
        555;2018092610;    3;  13.6;  49.0;eor
        555;2018092611;    3;  14.5;  47.0;eor
        555;2018092612;    3;  15.7;  41.0;eor
        555;2018092613;    3;  16.9;  41.0;eor
        555;2018092614;    3;  17.7;  38.0;eor
        555;2018092615;    3;  17.6;  38.0;eor
        555;2018092616;    3;  17.4;  42.0;eor
        555;2018092617;    3;  16.1;  47.0;eor
        555;2018092618;    3;  12.6;  68.0;eor
        555;2018092619;    3;  10.6;  76.0;eor
        555;2018092620;    3;   9.9;  83.0;eor
        555;2018092621;    3;   8.8;  88.0;eor
        555;2018092622;    3;   8.2;  89.0;eor
        555;2018092623;    3;   7.8;  92.0;eor
        555;2018092700;    3;   7.4;  93.0;eor
        555;2018092701;    3;   7.0;  94.0;eor
        555;2018092702;    3;   6.7;  95.0;eor
        555;2018092703;    3;   6.4;  96.0;eor
        555;2018092704;    3;   6.3;  95.0;eor
        555;2018092705;    3;   6.1;  97.0;eor
        555;2018092706;    3;   6.1;  95.0;eor
        555;2018092707;    3;  10.7;  79.0;eor
        555;2018092708;    3;  14.4;  60.0;eor
        555;2018092709;    3;  18.0;  50.0;eor
        555;2018092710;    3;  19.7;  40.0;eor
        555;2018092711;    3;  20.7;  34.0;eor
