Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
850;Celle;TT_TU;13.10.2018-17:00;13.10.2018-17:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;23.12.2018-05:00;23.12.2018-05:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;21.03.2019-23:00;21.03.2019-23:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;30.05.2019-05:00;30.05.2019-10:00;6;;eor;                                                                                                                                               
850;Celle;TT_TU;07.06.2019-19:00;07.06.2019-19:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;22.06.2019-14:00;22.06.2019-14:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;01.07.2019-07:00;01.07.2019-07:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;16.07.2019-16:00;16.07.2019-16:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;27.07.2019-05:00;27.07.2019-05:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;23.10.2019-10:00;23.10.2019-11:00;2;;eor;                                                                                                                                               
850;Celle;TT_TU;12.12.2019-20:00;12.12.2019-21:00;2;;eor;                                                                                                                                               
850;Celle;TT_TU;17.01.2020-12:00;17.01.2020-12:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;23.01.2020-17:00;23.01.2020-17:00;1;;eor;                                                                                                                                               
850;Celle;TT_TU;13.02.2020-13:00;13.02.2020-14:00;2;;eor;                                                                                                                                               
850;Celle;RF_TU;13.10.2018-17:00;13.10.2018-17:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;23.12.2018-05:00;23.12.2018-05:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;21.03.2019-23:00;21.03.2019-23:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;30.05.2019-05:00;30.05.2019-10:00;6;;eor;                                                                                                                                               
850;Celle;RF_TU;07.06.2019-19:00;07.06.2019-19:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;22.06.2019-14:00;22.06.2019-14:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;01.07.2019-07:00;01.07.2019-07:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;16.07.2019-16:00;16.07.2019-16:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;27.07.2019-05:00;27.07.2019-05:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;23.10.2019-10:00;23.10.2019-11:00;2;;eor;                                                                                                                                               
850;Celle;RF_TU;12.12.2019-20:00;12.12.2019-21:00;2;;eor;                                                                                                                                               
850;Celle;RF_TU;17.01.2020-12:00;17.01.2020-12:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;23.01.2020-17:00;23.01.2020-17:00;1;;eor;                                                                                                                                               
850;Celle;RF_TU;13.02.2020-13:00;13.02.2020-14:00;2;;eor;                                                                                                                                               
generiert: 27.03.2020 --  Deutscher Wetterdienst  --                                                                                                                                                    
