STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       1255;2018092100;    3;  14.7;  75.0;eor
       1255;2018092101;    3;  14.0;  78.0;eor
       1255;2018092102;    3;  14.0;  77.0;eor
       1255;2018092103;    3;  13.7;  79.0;eor
       1255;2018092104;    3;  13.3;  82.0;eor
       1255;2018092105;    3;  13.6;  82.0;eor
       1255;2018092106;    3;  14.9;  79.0;eor
       1255;2018092107;    3;  18.7;  66.0;eor
       1255;2018092108;    3;  22.4;  54.0;eor
       1255;2018092109;    3;  23.8;  49.0;eor
       1255;2018092110;    3;  23.3;  53.0;eor
       1255;2018092111;    3;  24.2;  53.0;eor
       1255;2018092112;    3;  24.7;  49.0;eor
       1255;2018092113;    3;  24.1;  48.0;eor
       1255;2018092114;    3;  24.4;  38.0;eor
       1255;2018092115;    3;  20.2;  66.0;eor
       1255;2018092116;    3;  13.5;  87.0;eor
       1255;2018092117;    3;  12.8;  93.0;eor
       1255;2018092118;    3;  12.9;  95.0;eor
       1255;2018092119;    3;  12.7;  94.0;eor
       1255;2018092120;    3;  12.4;  94.0;eor
       1255;2018092121;    3;  12.4;  90.0;eor
       1255;2018092122;    3;  12.0;  90.0;eor
       1255;2018092123;    3;  11.8;  89.0;eor
       1255;2018092200;    3;  11.3;  89.0;eor
       1255;2018092201;    3;   9.9;  92.0;eor
       1255;2018092202;    3;  10.1;  87.0;eor
       1255;2018092203;    3;   9.5;  85.0;eor
       1255;2018092204;    3;   9.3;  87.0;eor
       1255;2018092205;    3;   9.2;  88.0;eor
       1255;2018092206;    3;  10.1;  84.0;eor
       1255;2018092207;    3;  11.2;  79.0;eor
       1255;2018092208;    3;  12.6;  74.0;eor
       1255;2018092209;    3;  14.2;  65.0;eor
       1255;2018092210;    3;  15.0;  59.0;eor
       1255;2018092211;    3;  16.0;  54.0;eor
       1255;2018092212;    3;  15.7;  48.0;eor
       1255;2018092213;    3;  17.0;  45.0;eor
       1255;2018092214;    3;  18.3;  38.0;eor
       1255;2018092215;    3;  17.1;  40.0;eor
       1255;2018092216;    3;  16.7;  43.0;eor
       1255;2018092217;    3;  15.8;  49.0;eor
       1255;2018092218;    3;  14.8;  55.0;eor
       1255;2018092219;    3;  12.5;  80.0;eor
       1255;2018092220;    3;  12.0;  89.0;eor
       1255;2018092221;    3;  12.0;  92.0;eor
       1255;2018092222;    3;  12.0;  92.0;eor
       1255;2018092223;    3;  11.5;  94.0;eor
       1255;2018092300;    3;  12.0;  87.0;eor
       1255;2018092301;    3;  11.5;  93.0;eor
       1255;2018092302;    3;  11.2;  95.0;eor
       1255;2018092303;    3;  11.1;  95.0;eor
       1255;2018092304;    3;  11.1;  96.0;eor
       1255;2018092305;    3;  11.5;  98.0;eor
       1255;2018092306;    3;  12.5;  98.0;eor
       1255;2018092307;    3;  14.3;  99.0;eor
       1255;2018092308;    3;  17.8;  85.0;eor
       1255;2018092309;    3;  18.7;  80.0;eor
       1255;2018092310;    3;  19.6;  79.0;eor
       1255;2018092311;    3;  20.0;  76.0;eor
       1255;2018092312;    3;  20.2;  77.0;eor
       1255;2018092313;    3;  21.6;  70.0;eor
       1255;2018092314;    3;  23.6;  62.0;eor
       1255;2018092315;    3;  21.8;  74.0;eor
       1255;2018092316;    3;  21.5;  73.0;eor
       1255;2018092317;    3;  16.2;  97.0;eor
       1255;2018092318;    3;  13.2;  90.0;eor
       1255;2018092319;    3;  12.3;  88.0;eor
       1255;2018092320;    3;  11.8;  82.0;eor
       1255;2018092321;    3;  11.2;  80.0;eor
       1255;2018092322;    3;  10.8;  78.0;eor
       1255;2018092323;    3;  10.1;  77.0;eor
       1255;2018092400;    3;   9.5;  76.0;eor
       1255;2018092401;    3;   9.4;  80.0;eor
       1255;2018092402;    3;   9.1;  84.0;eor
       1255;2018092403;    3;   9.0;  86.0;eor
       1255;2018092404;    3;   8.6;  86.0;eor
       1255;2018092405;    3;   7.9;  91.0;eor
       1255;2018092406;    3;   7.5;  91.0;eor
       1255;2018092407;    3;   8.8;  84.0;eor
       1255;2018092408;    3;  10.3;  76.0;eor
       1255;2018092409;    3;  10.8;  69.0;eor
       1255;2018092410;    3;  11.8;  63.0;eor
       1255;2018092411;    3;  13.3;  50.0;eor
       1255;2018092412;    3;  13.5;  48.0;eor
       1255;2018092413;    3;  14.8;  43.0;eor
       1255;2018092414;    3;  14.8;  42.0;eor
       1255;2018092415;    3;  14.4;  42.0;eor
       1255;2018092416;    3;  14.7;  44.0;eor
       1255;2018092417;    3;  13.3;  50.0;eor
       1255;2018092418;    3;  11.3;  64.0;eor
       1255;2018092419;    3;  11.1;  68.0;eor
       1255;2018092420;    3;  11.8;  60.0;eor
       1255;2018092421;    3;  10.7;  63.0;eor
       1255;2018092422;    3;   9.6;  69.0;eor
       1255;2018092423;    3;   6.9;  85.0;eor
       1255;2018092500;    3;   5.9;  89.0;eor
       1255;2018092501;    3;   5.0;  94.0;eor
       1255;2018092502;    3;   4.1;  96.0;eor
       1255;2018092503;    3;   3.4;  97.0;eor
       1255;2018092504;    3;   3.2;  97.0;eor
       1255;2018092505;    3;   2.6;  98.0;eor
