STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
        954;2018092300;    3;  14.2;  55.0;eor
        954;2018092301;    3;  13.9;  55.0;eor
        954;2018092302;    3;  13.8;  53.0;eor
        954;2018092303;    3;  13.9;  54.0;eor
        954;2018092304;    3;  13.9;  58.0;eor
        954;2018092305;    3;  14.0;  56.0;eor
        954;2018092306;    3;  13.9;  55.0;eor
        954;2018092307;    3;  13.2;  65.0;eor
        954;2018092308;    3;  13.4;  62.0;eor
        954;2018092309;    3;  13.4;  66.0;eor
        954;2018092310;    3;  12.5;  66.0;eor
        954;2018092311;    3;  12.8;  65.0;eor
        954;2018092312;    3;  13.2;  67.0;eor
        954;2018092313;    3;  12.4;  70.0;eor
        954;2018092314;    3;  13.6;  58.0;eor
        954;2018092315;    3;  13.4;  57.0;eor
        954;2018092316;    3;  13.6;  62.0;eor
        954;2018092317;    3;  13.1;  67.0;eor
        954;2018092318;    3;  13.1;  62.0;eor
        954;2018092319;    3;  12.8;  65.0;eor
        954;2018092320;    3;  13.1;  67.0;eor
        954;2018092321;    3;  12.9;  64.0;eor
        954;2018092322;    3;  12.4;  70.0;eor
        954;2018092323;    3;  12.9;  66.0;eor
        954;2018092400;    3;  13.1;  54.0;eor
        954;2018092401;    3;  12.7;  60.0;eor
        954;2018092402;    3;  13.0;  58.0;eor
        954;2018092403;    3;  11.3;  71.0;eor
        954;2018092404;    3;  13.1;  54.0;eor
        954;2018092405;    3;  13.1;  59.0;eor
        954;2018092406;    3;  13.1;  61.0;eor
        954;2018092407;    3;  12.7;  64.0;eor
        954;2018092408;    3;  12.3;  64.0;eor
        954;2018092409;    3;  12.6;  65.0;eor
        954;2018092410;    3;  13.1;  63.0;eor
        954;2018092411;    3;  12.2;  67.0;eor
        954;2018092412;    3;  12.5;  57.0;eor
        954;2018092413;    3;  12.8;  58.0;eor
        954;2018092414;    3;  12.2;  59.0;eor
        954;2018092415;    3;  12.8;  54.0;eor
        954;2018092416;    3;  12.1;  63.0;eor
        954;2018092417;    3;  12.6;  53.0;eor
        954;2018092418;    3;  12.7;  48.0;eor
        954;2018092419;    3;  12.3;  57.0;eor
        954;2018092420;    3;  13.0;  53.0;eor
        954;2018092421;    3;  11.9;  65.0;eor
        954;2018092422;    3;  12.5;  65.0;eor
        954;2018092423;    3;  12.0;  73.0;eor
        954;2018092500;    3;  12.1;  68.0;eor
        954;2018092501;    3;  12.5;  62.0;eor
        954;2018092502;    3;  12.5;  64.0;eor
        954;2018092503;    3;  12.2;  67.0;eor
        954;2018092504;    3;  13.3;  60.0;eor
        954;2018092505;    3;  13.0;  61.0;eor
        954;2018092506;    3;  13.0;  58.0;eor
        954;2018092507;    3;  13.1;  58.0;eor
        954;2018092508;    3;  13.2;  63.0;eor
        954;2018092509;    3;  12.2;  69.0;eor
        954;2018092510;    3;  13.2;  61.0;eor
        954;2018092511;    3;  13.5;  60.0;eor
        954;2018092512;    3;  13.6;  56.0;eor
        954;2018092513;    3;  13.9;  58.0;eor
        954;2018092514;    3;  14.1;  64.0;eor
        954;2018092515;    3;  14.1;  61.0;eor
        954;2018092516;    3;  14.4;  63.0;eor
        954;2018092517;    3;  14.2;  59.0;eor
        954;2018092518;    3;  14.3;  61.0;eor
        954;2018092519;    3;  14.2;  57.0;eor
        954;2018092520;    3;  14.4;  64.0;eor
        954;2018092521;    3;  14.3;  65.0;eor
        954;2018092522;    3;  14.6;  65.0;eor
        954;2018092523;    3;  14.2;  68.0;eor
        954;2018092600;    3;  14.5;  70.0;eor
        954;2018092601;    3;  14.4;  66.0;eor
        954;2018092602;    3;  14.5;  67.0;eor
        954;2018092603;    3;  14.4;  70.0;eor
        954;2018092604;    3;  14.5;  73.0;eor
        954;2018092605;    3;  14.2;  74.0;eor
        954;2018092606;    3;  14.2;  77.0;eor
        954;2018092607;    3;  14.2;  80.0;eor
        954;2018092608;    3;  14.4;  81.0;eor
        954;2018092609;    3;  14.9;  82.0;eor
        954;2018092610;    3;  15.1;  81.0;eor
        954;2018092611;    3;  16.1;  73.0;eor
        954;2018092612;    3;  16.2;  74.0;eor
        954;2018092613;    3;  16.4;  75.0;eor
        954;2018092614;    3;  16.4;  79.0;eor
        954;2018092615;    3;  16.5;  84.0;eor
        954;2018092616;    3;  16.5;  85.0;eor
        954;2018092617;    3;  16.4;  87.0;eor
        954;2018092618;    3;  16.6;  87.0;eor
        954;2018092619;    3;  16.7;  87.0;eor
        954;2018092620;    3;  16.9;  88.0;eor
        954;2018092621;    3;  17.0;  89.0;eor
        954;2018092622;    3;  17.1;  90.0;eor
        954;2018092623;    3;  17.1;  90.0;eor
        954;2018092700;    3;  17.2;  90.0;eor
        954;2018092701;    3;  17.1;  90.0;eor
        954;2018092702;    3;  17.0;  90.0;eor
        954;2018092703;    3;  16.8;  92.0;eor
        954;2018092704;    3;  16.7;  93.0;eor
        954;2018092705;    3;  16.7;  93.0;eor
        954;2018092706;    3;  16.5;  94.0;eor
        954;2018092707;    3;  16.3;  93.0;eor
        954;2018092708;    3;  16.5;  93.0;eor
        954;2018092709;    3;  16.6;  92.0;eor
        954;2018092710;    3;  16.6;  92.0;eor
        954;2018092711;    3;  16.8;  91.0;eor
        954;2018092712;    3;  16.9;  91.0;eor
        954;2018092713;    3;  17.2;  89.0;eor
        954;2018092714;    3;  17.4;  88.0;eor
        954;2018092715;    3;  17.5;  89.0;eor
        954;2018092716;    3;  17.5;  88.0;eor
        954;2018092717;    3;  17.5;  87.0;eor
        954;2018092718;    3;  17.2;  90.0;eor
        954;2018092719;    3;  17.4;  89.0;eor
        954;2018092720;    3;  16.9;  89.0;eor
        954;2018092721;    3;  16.3;  80.0;eor
        954;2018092722;    3;  14.6;  90.0;eor
        954;2018092723;    3;  14.6;  78.0;eor
        954;2018092800;    3;  14.1;  77.0;eor
        954;2018092801;    3;  13.8;  70.0;eor
        954;2018092802;    3;  13.5;  65.0;eor
        954;2018092803;    3;  13.8;  66.0;eor
        954;2018092804;    3;  13.6;  66.0;eor
        954;2018092805;    3;  13.5;  63.0;eor
