Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
954;UFS Deutsche Bucht;TT_TU;20.11.2018-23:00;20.11.2018-23:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;05.12.2018-14:00;05.12.2018-14:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;20.01.2019-10:00;20.01.2019-10:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;02.02.2019-12:00;02.02.2019-12:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;07.02.2019-03:00;07.02.2019-03:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;27.02.2019-10:00;27.02.2019-10:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;27.02.2019-13:00;16.04.2019-14:00;1154;;eor;                                                                                                                               
954;UFS Deutsche Bucht;TT_TU;16.04.2019-16:00;19.04.2019-08:00;65;;eor;                                                                                                                                 
954;UFS Deutsche Bucht;TT_TU;12.05.2019-21:00;12.05.2019-21:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;21.05.2019-03:00;21.05.2019-05:00;3;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;23.05.2019-03:00;23.05.2019-03:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;26.05.2019-06:00;26.05.2019-06:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;28.05.2019-00:00;28.05.2019-00:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;28.05.2019-02:00;28.05.2019-02:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;29.05.2019-01:00;29.05.2019-02:00;2;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;03.06.2019-23:00;04.06.2019-00:00;2;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;04.06.2019-03:00;04.06.2019-03:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;04.06.2019-06:00;04.06.2019-06:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;06.06.2019-05:00;06.06.2019-06:00;2;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;06.06.2019-09:00;06.06.2019-09:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;07.06.2019-00:00;07.06.2019-01:00;2;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;08.06.2019-10:00;08.06.2019-10:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;08.06.2019-23:00;09.06.2019-00:00;2;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;09.06.2019-03:00;09.06.2019-05:00;3;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;09.06.2019-08:00;09.06.2019-08:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;09.06.2019-12:00;09.06.2019-12:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;12.06.2019-02:00;12.06.2019-02:00;1;;eor;                                                                                                                                  
954;UFS Deutsche Bucht;TT_TU;16.06.2019-17:00;16.06.2019-17:00;1;;eor;                                                                                                                                  
