Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
3402;Münsingen-Apfelstetten;TT_TU;01.11.2002-01:00;01.11.2002-02:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;01.11.2002-04:00;01.11.2002-05:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;01.11.2002-07:00;01.11.2002-08:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;01.11.2002-10:00;01.11.2002-11:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;01.11.2002-13:00;01.11.2002-14:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;01.11.2002-16:00;01.11.2002-17:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;01.11.2002-19:00;01.11.2002-20:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;01.11.2002-22:00;01.11.2002-23:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;02.11.2002-01:00;02.11.2002-02:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;02.11.2002-04:00;02.11.2002-05:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;02.11.2002-07:00;02.11.2002-08:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;02.11.2002-10:00;02.11.2002-11:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;02.11.2002-13:00;02.11.2002-14:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;02.11.2002-16:00;02.11.2002-17:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;02.11.2002-19:00;02.11.2002-20:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;02.11.2002-22:00;02.11.2002-23:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;03.11.2002-01:00;03.11.2002-02:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;03.11.2002-04:00;03.11.2002-05:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;03.11.2002-07:00;03.11.2002-08:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;03.11.2002-10:00;03.11.2002-11:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;03.11.2002-13:00;03.11.2002-14:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;03.11.2002-16:00;03.11.2002-17:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;03.11.2002-19:00;03.11.2002-20:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;03.11.2002-22:00;03.11.2002-23:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;04.11.2002-01:00;04.11.2002-02:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;04.11.2002-04:00;04.11.2002-05:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;04.11.2002-07:00;04.11.2002-08:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;04.11.2002-10:00;04.11.2002-11:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;04.11.2002-13:00;04.11.2002-14:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;04.11.2002-16:00;04.11.2002-17:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;04.11.2002-19:00;04.11.2002-20:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;04.11.2002-22:00;04.11.2002-23:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;05.11.2002-01:00;05.11.2002-02:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;05.11.2002-04:00;05.11.2002-05:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;05.11.2002-07:00;05.11.2002-08:00;2;;eor;                                                                                                                             
3402;Münsingen-Apfelstetten;TT_TU;05.11.2002-10:00;05.11.2002-11:00;2;;eor;                                                                                                                             
