STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
      13904;2008091516;    3;  14.7;  62.0;eor
      13904;2008091517;    3;  14.8;  57.0;eor
      13904;2008091518;    3;  14.8;  57.0;eor
      13904;2008091519;    3;  15.0;  57.0;eor
      13904;2008091520;    3;  15.2;  55.0;eor
      13904;2008091521;    3;  14.8;  61.0;eor
      13904;2008091522;    3;  14.5;  64.0;eor
      13904;2008091523;    3;  14.1;  61.0;eor
      13904;2008091600;    3;  14.2;  63.0;eor
      13904;2008091601;    3;  14.1;  62.0;eor
      13904;2008091602;    3;  14.2;  68.0;eor
      13904;2008091603;    3;  14.0;  66.0;eor
      13904;2008091604;    3;  14.0;  61.0;eor
      13904;2008091605;    3;  13.9;  63.0;eor
      13904;2008091606;    3;  14.1;  65.0;eor
      13904;2008091607;    3;  14.3;  66.0;eor
      13904;2008091608;    3;  14.2;  65.0;eor
      13904;2008091609;    3;  14.1;  67.0;eor
      13904;2008091610;    3;  14.2;  65.0;eor
      13904;2008091611;    3;  14.0;  68.0;eor
      13904;2008091612;    3;  13.8;  61.0;eor
      13904;2008091613;    3;  13.5;  68.0;eor
      13904;2008091614;    3;  13.5;  67.0;eor
      13904;2008091615;    3;  13.8;  69.0;eor
      13904;2008091616;    3;  14.0;  60.0;eor
      13904;2008091617;    3;  13.6;  59.0;eor
      13904;2008091618;    3;  13.5;  66.0;eor
      13904;2008091619;    3;  13.4;  66.0;eor
      13904;2008091620;    3;  13.3;  69.0;eor
      13904;2008091621;    3;  13.4;  66.0;eor
      13904;2008091622;    3;  13.4;  64.0;eor
      13904;2008091623;    3;  13.5;  61.0;eor
      13904;2008091700;    3;  13.3;  64.0;eor
      13904;2008091701;    3;  13.1;  64.0;eor
      13904;2008091702;    3;  13.1;  62.0;eor
      13904;2008091703;    3;  13.0;  65.0;eor
      13904;2008091704;    3;  13.1;  62.0;eor
      13904;2008091705;    3;  13.0;  61.0;eor
      13904;2008091706;    3;  12.9;  62.0;eor
      13904;2008091707;    3;  13.1;  62.0;eor
      13904;2008091708;    3;  12.8;  65.0;eor
      13904;2008091709;    3;  12.9;  65.0;eor
      13904;2008091710;    3;  13.1;  61.0;eor
      13904;2008091711;    3;  13.3;  62.0;eor
      13904;2008091712;    3;  13.2;  63.0;eor
      13904;2008091713;    3;  13.2;  64.0;eor
      13904;2008091714;    3;  13.4;  67.0;eor
      13904;2008091715;    3;  13.3;  63.0;eor
      13904;2008091716;    3;  13.5;  63.0;eor
      13904;2008091717;    3;  13.6;  62.0;eor
      13904;2008091718;    3;  13.6;  64.0;eor
      13904;2008091719;    3;  13.8;  65.0;eor
      13904;2008091720;    3;  13.9;  63.0;eor
      13904;2008091721;    3;  14.2;  64.0;eor
      13904;2008091722;    3;  14.0;  69.0;eor
      13904;2008091723;    3;  13.4;  68.0;eor
      13904;2008091800;    3;  13.8;  61.0;eor
      13904;2008091801;    3;  12.2;  83.0;eor
      13904;2008091802;    3;  12.3;  79.0;eor
      13904;2008091803;    3;  12.9;  78.0;eor
      13904;2008091804;    3;  13.2;  75.0;eor
      13904;2008091805;    3;  13.7;  73.0;eor
      13904;2008091806;    3;  14.3;  59.0;eor
      13904;2008091807;    3;  14.6;  62.0;eor
      13904;2008091808;    3;  14.8;  57.0;eor
      13904;2008091809;    3;  14.9;  56.0;eor
      13904;2008091810;    3;  14.9;  54.0;eor
      13904;2008091811;    3;  15.0;  56.0;eor
      13904;2008091812;    3;  15.0;  59.0;eor
      13904;2008091813;    3;  15.0;  56.0;eor
      13904;2008091814;    3;  14.8;  58.0;eor
      13904;2008091815;    3;  14.9;  55.0;eor
      13904;2008091816;    3;  14.9;  54.0;eor
      13904;2008091817;    3;  14.9;  55.0;eor
      13904;2008091818;    3;  14.7;  57.0;eor
      13904;2008091819;    3;  14.7;  57.0;eor
      13904;2008091820;    3;  14.6;  61.0;eor
      13904;2008091821;    3;  14.5;  63.0;eor
      13904;2008091822;    3;  14.6;  67.0;eor
      13904;2008091823;    3;  14.6;  63.0;eor
      13904;2008091900;    3;  14.7;  57.0;eor
      13904;2008091901;    3;  14.8;  55.0;eor
      13904;2008091902;    3;  14.6;  55.0;eor
      13904;2008091903;    3;  14.7;  58.0;eor
      13904;2008091904;    3;  14.7;  55.0;eor
      13904;2008091905;    3;  14.8;  54.0;eor
      13904;2008091906;    3;  14.9;  56.0;eor
      13904;2008091907;    3;  15.0;  53.0;eor
      13904;2008091908;    3;  15.0;  56.0;eor
      13904;2008091909;    3;  14.9;  56.0;eor
      13904;2008091910;    3;  15.1;  56.0;eor
      13904;2008091911;    3;  15.1;  62.0;eor
      13904;2008091912;    3;  15.2;  61.0;eor
      13904;2008091913;    3;  15.2;  60.0;eor
      13904;2008091914;    3;  15.5;  63.0;eor
      13904;2008091915;    3;  15.5;  63.0;eor
      13904;2008091916;    3;  15.6;  62.0;eor
      13904;2008091917;    3;  15.6;  69.0;eor
      13904;2008091918;    3;  15.6;  67.0;eor
      13904;2008091919;    3;  15.6;  69.0;eor
      13904;2008091920;    3;  15.7;  69.0;eor
      13904;2008091921;    3;  15.8;  66.0;eor
      13904;2008091922;    3;  15.7;  67.0;eor
      13904;2008091923;    3;  15.7;  69.0;eor
      13904;2008092000;    3;  15.7;  71.0;eor
      13904;2008092001;    3;  15.4;  76.0;eor
      13904;2008092002;    3;  15.3;  78.0;eor
      13904;2008092003;    3;  15.3;  76.0;eor
